,,TOTAL,,,,,BUY,,,,,SELL,,,,,Net Flows,,,,
Date,Total Turnover,Retail,Institutional,Foreign,Regional,Local,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional
"July 10, 2008",1457849178,884914451.05,572934726.95,271159947.11,113712235.88,1074434844.19,858673165.84,599176012.16,1040904313.09,313437573.27,103507291.64,909697887.07,548151290.93,1107965375.28,228882320.95,122459330.95,-51024721.23,51024721.23,-67061062.19,84555252.32,-18952039.31
"July 13, 2008",1030859733,703046337.91,327813395.09,119579729.03,112363710.9,798916293.08,703046337.91,327813395.09,795823713.88,148443801.55,86592217.57,703046337.91,327813395.09,802008872.27,89684796.77,138135204.22,0,0,-6185158.4,58759004.78,-51542986.65
"July 14, 2008",1216044899,815966127.23,400078771.77,205511587.93,144709342.98,865823968.09,745435523.09,470609375.91,903521359.96,221320171.62,89987322.53,886496731.37,329548167.63,828126576.22,188486959.35,200647408.34,-141061208.28,141061208.28,75394783.74,32833212.27,-110660085.81
"July 15, 2008",1500000000,868500000,631500000,310500000,178500000,1011000000,822000000,678000000,1014000000,333000000,153000000,915000000,585000000,1011000000,289500000,204000000,-93000000,93000000,3000000,43500000,-51000000
"July 16, 2008",1308001879,939145349.12,368856529.88,227592326.95,103332148.44,977077403.61,906445302.15,401556576.85,939145349.12,270756388.95,98100140.93,973153397.98,334848481.02,1016317459.98,185736266.82,107256154.08,-66708095.83,66708095.83,-77172110.86,85020122.14,-9156013.15
"July 17, 2008",990507792,647792095.97,342715696.03,183243941.52,56458944.14,750804906.34,655716158.3,334791633.7,752785921.92,192158511.65,45563358.43,640858541.42,349649250.58,747833382.96,174329371.39,67354529.86,14857616.88,-14857616.88,4952538.96,17829140.26,-21791171.42
"July 20, 2008",907015647,653051265.84,253964381.16,154192659.99,87073502.11,665749484.9,667563516.19,239452130.81,673005610.07,142401456.58,92515595.99,638539015.49,268476631.51,658493359.72,166890879.05,82538423.88,29024500.7,-29024500.7,14512250.35,-24489422.47,9977172.12
"July 21, 2008",1052649694,664221956.91,388427737.09,251583276.87,118949415.42,682117001.71,705275294.98,347374399.02,690538199.26,175792498.9,187371645.53,623168618.85,429481075.15,674748453.85,327374054.83,50527185.31,82106676.13,-82106676.13,15789745.41,-151581555.94,136844460.22
"July 22, 2008",878758968,565920775.39,312838192.61,233749885.49,57998091.89,587010990.62,532527934.61,346231033.39,567678293.33,246931270.01,65028163.63,599313616.18,279445351.82,607222446.89,220568500.97,50968020.14,-66785681.57,66785681.57,-39544153.56,26362769.04,14060143.49
"July 24, 2008",1051869085,657418178.13,394450906.88,282952783.87,84149526.8,684766774.34,604824723.88,452303706.55,659521916.3,319768201.84,72578966.87,715270977.8,336598107.2,710011632.38,246137365.89,95720086.74,-110446253.93,115705599.35,-50489716.08,73630835.95,-23141119.87
"July 27, 2008",1101244391,744441208.32,356803182.68,105719461.54,74884618.59,920640310.88,740036230.75,361208160.25,944867687.48,94707017.63,61669685.9,748846185.88,352398205.12,897514178.67,116731905.45,88099551.28,-8809955.13,8809955.13,47353508.81,-22024887.82,-26429865.38
"July 28, 2008",1286206426,762720410.62,523486015.38,262386110.9,113186165.49,909347943.18,724134217.84,562072208.16,897772085.35,295827477.98,91320656.25,802592809.82,483613616.18,920923801.02,230230950.25,135051674.73,-78458591.99,78458591.99,-23151715.67,65596527.73,-43731018.48
"July 29, 2008",1142378250,791668127.25,350710122.75,204485706.75,79966477.5,859068444,793952883.75,348425366.25,912760221.75,145082037.75,84535990.5,790525749,351852501,804234288,262746997.5,75396964.5,3427134.75,-3427134.75,108525933.75,-117664959.75,9139026
"July 30, 2008",1021081568,558531617.7,462549950.3,250164984.16,90876259.55,680040324.29,549341883.58,471739684.42,593248391.01,342062325.28,85770851.71,567721351.81,453360216.19,766832257.57,158267643.04,95981667.39,-18379468.22,18379468.22,-173583866.56,183794682.24,-10210815.68
"July 31, 2008",830252767,512265957.24,317986809.76,189297630.88,71401737.96,570383650.93,479055846.56,351196920.44,537173540.25,233301027.53,59778199.22,545476067.92,284776699.08,603593761.61,144463981.46,82195023.93,-66420221.36,66420221.36,-66420221.36,88837046.07,-22416824.71
"August 3, 2008",636838189,468712907.1,168125281.9,84699479.14,56678598.82,494823272.85,451518276,185319913,452155114.19,116541388.59,68141686.22,486544376.4,150293812.6,538128269.71,53494407.88,45215511.42,-35026100.4,35026100.4,-85973155.51,63046980.71,22926174.8
"August 4, 2008",845116440,551015918.88,294100521.12,194376781.2,64228849.44,586510809.36,543409870.92,301706569.08,574679179.2,208743760.68,64228849.44,557776850.4,287339589.6,599187555.96,180854918.16,65919082.32,-14366979.48,14366979.48,-24508376.76,27888842.52,-1690232.88
"August 5, 2008",842363690,485201485.44,357162204.56,197113103.46,127196917.19,518053669.35,500364031.86,341999658.14,531531488.39,176896374.9,133935826.71,470038939.02,372324750.98,503733486.62,217329832.02,121300371.36,30325092.84,-30325092.84,27798001.77,-40433457.12,12635455.35
"August 6, 2008",1104470890,593100867.93,511370022.07,314774203.65,170088517.06,619608169.29,482653778.93,621817111.07,716801607.61,309251849.2,78417433.19,703547956.93,400922933.07,522414730.97,319192087.21,262864071.82,-220894178,220894178,194386876.64,-9940238.01,-184446638.63
"August 7, 2008",1016083980,625907731.68,390176248.32,198136376.1,99576230.04,718371373.86,599489548.2,416594431.8,695001442.32,204232879.98,116849657.7,652325915.16,363758064.84,741741305.4,192039872.22,82302802.38,-52836366.96,52836366.96,-46739863.08,12193007.76,34546855.32
"August 10, 2008",1020821488,638013430,382808058,203143476.11,81665719.04,737033114.34,687012861.42,333808626.58,815636368.91,104123791.78,100040505.82,590034820.06,430786667.94,657409038.27,301142338.96,62270110.77,96978041.36,-96978041.36,158227330.64,-197018547.18,37770395.06
"August 11, 2008",904393591,589664621.33,314728969.67,142894187.38,98578901.42,662920502.2,580620685.42,323772905.58,627649152.15,133850251.47,142894187.38,599612950.83,304780640.17,697287458.66,152842516.88,54263615.46,-18992265.41,18992265.41,-69638306.51,-18992265.41,88630571.92
"August 12, 2008",928119491,587499637.8,340619853.2,191192615.15,81674515.21,655252360.65,602349549.66,325769941.34,682167825.89,127152370.27,118799294.85,571721606.46,356397884.54,628336895.41,254304740.53,45477855.06,30627943.2,-30627943.2,53830930.48,-127152370.27,73321439.79
"August 13, 2008",1395442529,794006799,601435730,258156867.87,117217172.44,1020068488.7,600040287.47,795402241.53,1015882161.11,246993327.63,132567040.26,987973310.53,407469218.47,1024254816.29,269320408.1,101867304.62,-387933023.06,387933023.06,-8372655.17,-22327080.46,30699735.64
"August 14, 2008",1171012718,599558511.62,571454206.38,347790777.25,64405699.49,758816241.26,573796231.82,597216486.18,761158266.7,329054573.76,80799877.54,625320791.41,545691926.59,757645228.55,365355968.02,48011521.44,-51524559.59,51524559.59,3513038.15,-36301394.26,32788356.1
"August 17, 2008",837900000,554689800,283210200,179310600,58653000,600774300,576475200,261424800,630938700,143280900,64518300,532066500,305833500,570609900,215340300,52787700,44408700,-44408700,60328800,-72059400,11730600
"August 18, 2008",909700000,541271500,368428500,171933300,52762600,685004100,550368500,359331500,712295100,131906500,68227500,532174500,377525500,657713100,211050400,59130500,18194000,-18194000,54582000,-79143900,9097000
"August 19, 2008",997400000,546575200,450824800,221422800,74805000,702169600,554554400,442845600,753037000,166565800,78794600,538596000,458804000,651302200,276279800,69818000,15958400,-15958400,101734800,-109714000,8976600
"August 20, 2008",899600000,535262000,364338000,204209200,113349600,582041200,516370400,383229600,595535200,170924000,133140800,554153600,345446400,567647600,238394000,93558400,-37783200,37783200,27887600,-67470000,39582400
"August 21, 2008",928486456,565448251.7,363038204.3,194982155.76,81706808.13,651797492.11,521809388.27,406677067.73,628585330.71,225622208.81,74278916.48,610015601.59,318470854.41,675938139.97,164342102.71,89134699.78,-88206213.32,88206213.32,-47352809.26,61280106.1,-14855783.3
"August 24, 2008",742708331,510240623.4,232467707.6,131459374.59,104721874.67,506527081.74,453052081.91,289656249.09,488702081.8,166366666.14,88382291.39,500585415.09,175279166.12,523609373.36,96552083.03,121804166.28,-47533333.18,114377082.97,-34907291.56,69814583.11,-33421874.9
"August 25, 2008",695362016,472150808.86,223211207.14,118211542.72,93178510.14,483971963.14,475627618.94,219734397.06,488839497.25,105695026.43,101522854.34,467978636.77,227383379.23,479799791.04,131423421.02,84834165.95,7648982.18,-7648982.18,9039706.21,-25728394.59,16688688.38
"August 26, 2008",2365495751,1206402833.01,1159092917.99,73330368.28,111178300.3,2180987082.42,418692747.93,1946803003.07,2197545552.68,68599376.78,101716317.29,1996478413.84,369017337.16,2162063116.41,80426855.53,123005779.05,-1577785665.92,1577785665.92,35482436.26,-11827478.76,-21289461.76
"August 27, 2008",765100000,493489500,271610500,111704600,113999900,539395500,462120400,302979600,563113600,84926100,117060300,524858600,240241400,514912300,139248200,110939500,-62738200,62738200,48201300,-54322100,6120800
"August 28, 2008",966812320,586855078.24,379957241.76,203997399.52,126652413.92,636162506.56,573319705.76,393492614.24,635195694.24,232034956.8,100548481.28,599423638.4,367388681.6,638096131.2,175959842.24,153723158.88,-26103932.64,26103932.64,-2900436.96,56075114.56,-53174677.6
"August 31, 2008",1053223164,704606296.72,348616867.28,163249590.42,155877028.27,734096545.31,704606296.72,348616867.28,805715720.46,182207607.37,65299836.17,704606296.72,348616867.28,663530593.32,143238350.3,246454220.38,0,0,142185127.14,38969257.07,-181154384.21
"September 1, 2008",898918334,514181287.05,384737046.95,186975013.47,129444240.1,583397998.77,512383450.38,386534883.62,611264467.12,216639318.49,70115630.05,515979123.72,382939210.28,554632612.08,156411790.12,187873931.81,-3595673.34,3595673.34,56631855.04,60227528.38,-117758301.75
"September 2, 2008",888767288,512818725.18,375948562.82,176864690.31,160866879.13,551035718.56,593696548.38,295070739.62,652355189.39,123538653.03,112873445.58,432829669.26,455937618.74,450605015.02,229301960.3,208860312.68,160866879.13,-160866879.13,201750174.38,-105763307.27,-95986867.1
"September 3, 2008",1016212850,579241324.5,436971525.5,282507172.3,146334650.4,579241324.5,573144047.4,443068802.6,595500730.1,281490959.45,139221160.45,585338601.6,430874248.4,579241324.5,284539598,153448140.35,-12194554.2,12194554.2,16259405.6,-3048638.55,-14226979.9
"September 4, 2008",1117704388,630385274.83,487319113.17,260425122.4,181068110.86,677328859.13,570029237.88,547675150.12,585677099.31,267131348.73,264895939.96,691859016.17,425845371.83,767862914.56,253718896.08,96122577.37,-121829778.29,121829778.29,-182185815.24,13412452.66,168773362.59
"September 7, 2008",1163760186,778555564.43,385204621.57,180382828.83,172236507.53,811140849.64,778555564.43,385204621.57,890276542.29,201330512.18,72153131.53,778555564.43,385204621.57,733168917.18,158271385.3,272319883.52,0,0,157107625.11,43059126.88,-200166751.99
"September 8, 2008",1295984867,829430314.88,466554552.12,326588186.48,127006516.97,842390163.55,851462057.62,444522809.38,865717891.16,312332352.95,119230607.76,808694557.01,487290309.99,820358420.81,342140004.89,134782426.17,42767500.61,-42767500.61,45359470.35,-29807651.94,-15551818.4
"September 9, 2008",1215227667,816632992.22,398594674.78,240615078.07,116661856.03,857950732.9,817848219.89,397379447.11,872533464.91,234538939.73,109370490.03,814202536.89,401025130.11,819063447.56,247906444.07,125168449.7,3645683,-3645683,53470017.35,-13367504.34,-15797959.67
"September 10, 2008",1124810192,704131180.19,420679011.81,227211658.78,124853931.31,749123587.87,692883078.27,431927113.73,800864856.7,175470389.95,148474945.34,714254471.92,410555720.08,742374726.72,280077737.81,102357727.47,-21371393.65,21371393.65,58490129.98,-104607347.86,46117217.87
"September 11, 2008",1517231115,760132788.62,757098326.39,370204392.06,80413249.1,1066613473.85,779856793.11,737374321.89,1022613771.51,408135169.94,86482173.56,740408784.12,776822330.88,1109095945.07,332273614.19,75861555.75,39448008.99,-39448008.99,-86482173.55,75861555.75,10620617.81
"September 14, 2008",814255489,580564163.66,233691325.34,149823009.98,52112351.3,612320127.73,631048003.98,183207485.03,672575033.91,88753848.3,52926606.79,530894578.83,283360910.17,552879477.03,210077916.16,52112351.3,100153425.15,-100153425.15,119695556.88,-121324067.86,814255.49
"September 15, 2008",1078155722,637190031.7,440965690.3,249053971.78,139082088.14,691097817.8,678159949.14,399995772.86,740692981.01,210240365.79,127222375.2,597298269.99,480857452.01,640424498.87,287867577.77,150941801.08,80861679.15,-80861679.15,100268482.15,-77627211.98,-23719425.88
"September 16, 2008",1051481881,594087262.77,457394618.24,266024915.89,129332271.36,656124693.74,625631719.2,425850161.81,730779907.3,185060811.06,135641162.65,561491324.45,489990556.55,581469480.19,346989020.73,123023380.08,64140394.74,-64140394.74,149310427.1,-161928209.67,12617782.57
"September 17, 2008",1120375704,560187852,560187852,272251296.07,123241327.44,724883080.49,534419210.81,585956493.19,728244207.6,268890168.96,123241327.44,585956493.19,534419210.81,720401577.67,275612423.18,124361703.14,-51537282.38,51537282.38,7842629.93,-6722254.22,-1120375.7
"September 18, 2008",1105461331,599160041.4,506301289.6,389122388.51,88436906.48,627902036.01,563785278.81,541676052.19,619058345.36,373645929.88,112757055.76,634534803.99,470926527.01,635640265.33,405704308.48,65222218.53,-70749525.18,70749525.18,-16581919.96,-32058378.6,47534837.23
"September 21, 2008",969055853,592093126.18,376962726.82,270366582.99,92060306.04,606628963.98,617288578.36,351767274.64,603721796.42,279088085.66,86245970.92,566897674.01,402158179,610505187.39,261645080.31,97874641.15,50390904.36,-50390904.36,-6783390.97,17443005.35,-11628670.24
"September 22, 2008",761374955,465961472.46,295413482.54,193389238.57,69285120.91,498700595.53,449211223.45,312163731.55,493370970.84,198718863.26,69285120.91,482711721.47,278663233.53,504791595.17,187298238.93,69285120.91,-33500498.02,33500498.02,-11420624.33,11420624.33,0
"September 23, 2008",607466383,354152901.29,253313481.71,171912986.39,46774911.49,388778485.12,375414224.69,232052158.31,417936871.5,112988747.24,76540764.26,332284111.5,275182271.5,359620098.74,230837225.54,17009058.72,43130113.19,-43130113.19,58316772.77,-117848478.3,59531705.53
"September 24, 2008",723999140,472047439.28,251951700.72,166519802.2,68055919.16,490147417.78,486527422.08,237471717.92,554583341.24,94119888.2,75295910.56,456843457.34,267155682.66,424987495.18,238919716.2,60091928.62,29683964.74,-29683964.74,129595846.06,-144799828,15203981.94
"September 25, 2008",1088558334,419094958.59,669463375.41,545367725.33,65313500.04,478965666.96,433246216.93,655312117.07,566050333.68,455017383.61,68579175.04,403855141.91,684703192.09,391881000.24,635718067.06,60959266.7,29391075.02,-29391075.02,174169333.44,-180700683.44,7619908.34
"October 7, 2008",757800000,259167600,498632400,209910600,34101000,513788400,259925400,497874600,565318800,165200400,28038600,257652000,500148000,462258000,254620800,40921200,2273400,-2273400,103060800,-89420400,-12882600
"October 8, 2008",1212212100,517614566.7,694597533.3,310326297.6,129706694.7,772179107.7,489733688.4,722478411.6,898249166.1,183044027.1,130918906.8,545495445,666716655,646109049.3,437608568.1,128494482.6,-55761756.6,55761756.6,252140116.8,-254564541,2424424.2
"October 9, 2008",924568469,486323014.69,438245454.31,156252071.26,83211162.21,686029804,478926466.94,445642002.06,823790505.88,47152991.92,53624971.2,492794993.98,431773475.02,548269102.12,265351150.6,111872784.75,-13868527.04,13868527.04,275521403.76,-218198158.68,-58247813.55
"October 12, 2008",704830688,414440444.54,290390243.46,121230878.34,36651195.78,546948613.89,366511957.76,338318730.24,577256333.47,103610111.14,23964243.39,463073762.02,241756925.98,517345724.99,138851645.54,48633317.47,-96561804.26,96561804.26,59910608.48,-35241534.4,-24669074.08
"October 13, 2008",1420242764,539692250.32,880550513.68,389146517.34,97996750.72,933099495.95,535431522.03,884811241.97,910375611.72,417551372.62,92315779.66,543952978.61,876289785.39,957243622.94,360741662.06,103677721.77,-8521456.58,8521456.58,-46868011.21,56809710.56,-11361942.11
"October 14, 2008",1197162818,648862247.36,548300570.64,341191403.13,69435443.44,786535971.43,676396992.17,520765825.83,817662204.69,319642472.41,61055303.72,622524665.36,574638152.64,755409738.16,363937496.67,77815583.17,53872326.81,-53872326.81,62252466.54,-44295024.27,-16760279.45
